idx,adaboost:algorithm,adaboost:base_estimator,adaboost:learning_rate,adaboost:n_estimators,classifier,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:metric,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kitchen_sinks:gamma,kitchen_sinks:n_components,liblinear:C,liblinear:class_weight,liblinear:dual,liblinear:fit_intercept,liblinear:intercept_scaling,liblinear:loss,liblinear:multi_class,liblinear:penalty,liblinear:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,pca:keep_variance,pca:whiten,preprocessor,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,select_percentile_classification:percentile,select_percentile_classification:score_func,sgd:alpha,sgd:class_weight,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,sparse_filtering:N,sparse_filtering:maxiter,truncatedSVD:target_dim
1044,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,0.45404061854229555,None,-0.7980030474835013,1,0.0002543480533844658,poly,-1,True,0.00018457764871145487,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,77.34776848828918,chi2,,,,,,,,,,,,,,
1045,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1046,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,0.05130799167486725,auto,False,True,1,l2,ovr,l2,0.008895991639013223,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,9,None,4,8,91,min/max,,,,,,,,,,,,,,,,
1047,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.54198005385416,chi2,2.3307808324647406e-05,auto,,0.005191939688605942,True,,constant,squared_hinge,626,l2,,,,
1048,,,,,extra_trees,False,entropy,None,4.27851514629165,1,2,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,70.00770605277292,f_classif,,,,,,,,,,,,,,
1049,SAMME.R,None,0.849986257245278,46,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1050,,,,,gradient_boosting,,,,,,,,0.2574830909703572,5,4.241606579881557,10,7,100,0.34325710241423735,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,60.98525584671029,f_classif,,,,,,,,,,,,,,
1051,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,0.9271553258179717,575,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1052,,,,,random_forest,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,entropy,None,1.747386877898785,None,2,6,100,,,,,,min/max,20.792247186353595,chi2,,,,,,,,,,,,,,
1053,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,33,2,uniform,,,,,,,,,,,,,,,,,,,,,,,0.9998356165997021,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1054,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,80,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1055,,,,,extra_trees,False,entropy,None,4.811548549052222,1,2,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1056,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041302976221808146,False,,,random_trees_embedding,,,,,,,,,10,None,1,18,47,min/max,,,,,,,,,,,,,,,,
1057,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,0.27948998679392373,None,0.7776982609002316,,0.001175417364986442,sigmoid,-1,True,0.046025177017107934,,,0.9948899383468504,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1058,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,45.385738579513664,auto,False,True,1,l2,ovr,l2,0.0003449545191980259,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1685,127,
1059,,,,,gradient_boosting,,,,,,,,0.22477572605559748,5,3.5552479642043977,18,10,100,0.9703363903219931,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1060,SAMME.R,None,0.8675853768134248,28,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9865603821922344,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1061,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,37,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,14.178759085207009,f_classif,,,,,,,,,,,,,,
1062,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,66,1,distance,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,6,None,2,10,57,min/max,,,,,,,,,,,,,,,,
1063,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,2.8756625687386435e-07,auto,0.0003296808930878713,0.050014178324028304,True,,constant,modified_huber,800,l2,,1659,57,
1064,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,0.0004815177433290491,auto,,0.07909910418783755,True,,optimal,log,350,l2,,,,
1065,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,2484.763722016838,None,-0.30339552595388,5,0.00010290521325299892,poly,-1,False,0.010197182205001685,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1066,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,21.008092602047785,chi2,,,,,,,,,,,,,,
1067,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,6.189876133949381,None,,,0.00014115767102122414,rbf,-1,False,1.1678899804091617e-05,,,,,random_trees_embedding,,,,,,,,,10,None,1,14,89,min/max,,,,,,,,,,,,,,,,
1068,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,11.604488047122091,auto,False,True,1,l2,ovr,l2,0.0011949779028717397,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,69.53913941180917,chi2,,,,,,,,,,,,,,
1069,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36150581941807974,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1070,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1064,56,
1071,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,entropy,None,3.220870749416585,None,4,5,100,,,,,,min/max,,,,,,,,,,,,,,,,
1072,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9852057832426492,True,pca,,,,,,,,,,,,,,min/max,,,5.70395339847596e-06,auto,,0.08855162015896924,True,,invscaling,log,116,l1,0.12681200276453555,,,
1073,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,95.54747580907521,auto,False,True,1,l2,ovr,l2,1.071990730642079e-05,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1074,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,10,None,4,11,74,standard,,,0.0004007891783549708,auto,,0.020030905846449936,True,,constant,log,10,l1,,,,
1075,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017970970989426932,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,12.766461493311754,f_classif,,,,,,,,,,,,,,
1076,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1077,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,0.3571120349209638,6253,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,6.406204595294887e-07,auto,0.003389403950423118,0.0167471973694347,True,,constant,modified_huber,733,l1,,,,
1078,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,0.3217963233010454,654,41.299382794860314,auto,False,True,1,l2,ovr,l2,0.028630096187877537,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1079,SAMME.R,None,0.8969395049477862,38,adaboost,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,31.97375229548711,chi2,,,,,,,,,,,,,,
1080,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,90.92119555717952,auto,False,True,1,l2,ovr,l2,0.0051061630916372485,,,,,,,,,,,,0.9970008686837013,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1081,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,438.1522273820815,None,,,0.0009130525537244909,rbf,-1,False,1.1382430251605767e-05,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,53.04843152896932,chi2,,,,,,,,,,,,,,
1082,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1083,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,0.48633804144979187,auto,False,True,1,l2,ovr,l2,0.0026415339574483903,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,8,None,5,4,94,min/max,,,,,,,,,,,,,,,,
1084,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,48.663265033174355,f_classif,0.00014707680592498823,None,,0.047658027132503514,True,,optimal,perceptron,787,l1,,,,
1085,,,,,extra_trees,False,gini,None,3.3297215000683353,1,4,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,52.96612227086855,chi2,,,,,,,,,,,,,,
1086,SAMME.R,None,0.14257159647600084,9,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1087,,,,,gradient_boosting,,,,,,,,0.035981037012055385,4,4.17276290711444,5,19,100,0.8660091037986024,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,72.65359543736065,f_classif,,,,,,,,,,,,,,
1088,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,0.3684438970054796,727,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1089,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,entropy,None,3.365873946048769,None,4,10,100,,,,,,min/max,76.7462813434398,chi2,,,,,,,,,,,,,,
1090,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,75,5,distance,,,,,,,,,,,,,,,,,,,,,,,0.6733060025379692,False,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1091,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,80,1,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1092,,,,,extra_trees,False,gini,None,4.947019796332712,2,8,100,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1093,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018596415199547904,True,,,random_trees_embedding,,,,,,,,,8,None,5,4,99,min/max,,,,,,,,,,,,,,,,
1094,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,1.245075255267479,None,,,0.02472194797285055,rbf,-1,True,1.0887700829112597e-05,,,0.9725206183436036,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1095,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,20.49469506692849,None,False,True,1,l2,ovr,l2,0.0004039987000383459,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,672,483,
1096,,,,,gradient_boosting,,,,,,,,0.1682285117449489,8,2.6953256061491815,2,9,100,0.9386373460863023,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1097,SAMME.R,None,0.8899064975845785,50,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6504490316184557,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1098,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,12,1,distance,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,11.410525058221879,chi2,,,,,,,,,,,,,,
1099,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,41,1,distance,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,6,None,16,12,100,min/max,,,,,,,,,,,,,,,,
1100,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,9.15676792128721e-05,None,,0.04983849959894321,True,,constant,squared_hinge,483,l1,,907,205,
1101,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,1.4646239113735675e-05,auto,,0.0877228378624957,True,,constant,hinge,626,l1,,,,
1102,,,,,libsvm_svc,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,9.588585826992931,None,,,0.0031339601205795293,rbf,-1,True,0.09504835066672875,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1103,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,10.342861920909794,f_classif,,,,,,,,,,,,,,
1104,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,180.60993855062446,auto,0.6247556119070896,2,0.0067256927950657035,poly,-1,False,0.0002809973315631986,,,,,random_trees_embedding,,,,,,,,,8,None,5,4,100,min/max,,,,,,,,,,,,,,,,
1105,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,28.761155316347455,auto,False,True,1,l2,ovr,l2,0.0025069220447909903,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,42.01951696326111,f_classif,,,,,,,,,,,,,,
1106,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5632920323401001,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1107,,,,,gaussian_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,1394,64,
1108,,,,,random_forest,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,gini,None,3.157028308560361,None,3,14,100,,,,,,min/max,,,,,,,,,,,,,,,,
1109,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996444439005332,True,pca,,,,,,,,,,,,,,standard,,,0.00017462882701967333,None,,0.044272780622195425,True,,optimal,perceptron,514,l1,,,,
1110,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,212.09682551117893,auto,False,True,1,l2,ovr,l2,0.0034754632842857493,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1111,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,10,None,1,19,93,standard,,,5.057257400613583e-07,auto,,0.0988392465624001,True,,constant,log,143,l1,,,,
1112,,,,,multinomial_nb,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3344533076311151,False,,,select_percentile_classification,,,,,,,,,,,,,,min/max,16.681300673406227,f_classif,,,,,,,,,,,,,,
1113,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999768698103779,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1114,,,,,sgd,,,,,,,,,,,,,,,mean,,,,,,,1.5844997140254016,6533,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,1.6961249581805637e-07,None,,0.09989233996263513,True,,optimal,hinge,995,l1,,,,
1115,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,0.467061138716009,2401,2773.932297040107,auto,False,True,1,l2,ovr,l2,3.2628169682523024e-05,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1116,SAMME.R,None,0.09272547588268298,15,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,standard,54.99213850168858,f_classif,,,,,,,,,,,,,,
1117,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,2.0322518941935566,auto,False,True,1,l2,ovr,l2,1.1408804272020825e-05,,,,,,,,,,,,1.0,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1118,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,4462.101543476868,None,0.48004736768015754,5,3.565014880781366,poly,-1,False,0.007342703318590826,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.60148601068015,chi2,,,,,,,,,,,,,,
1119,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1120,,,,,liblinear,,,,,,,,,,,,,,,median,,,,,,,,,0.6426299699571033,None,False,True,1,l2,ovr,l2,0.0007015533902332234,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,8,None,1,18,87,min/max,,,,,,,,,,,,,,,,
1121,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.54198005385416,chi2,9.68677391792952e-05,auto,,0.0181139614087705,True,,constant,hinge,909,l1,,,,
1122,,,,,extra_trees,False,entropy,None,3.4963646747465917,1,5,100,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.52561603204177,chi2,,,,,,,,,,,,,,
1123,SAMME.R,None,0.9267825810476797,49,adaboost,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1124,,,,,gradient_boosting,,,,,,,,0.5050550387836534,7,3.882092342306151,6,20,100,0.9872867050600608,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.68229617660515,chi2,,,,,,,,,,,,,,
1125,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,0.5925050867188317,5595,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1126,,,,,random_forest,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,False,entropy,None,3.771450740770875,None,1,3,100,,,,,,min/max,89.60518575277845,chi2,,,,,,,,,,,,,,
1127,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,most_frequent,auto,30,minkowski,72,1,uniform,,,,,,,,,,,,,,,,,,,,,,,0.8608679670170842,True,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1128,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,1,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1129,,,,,extra_trees,False,entropy,None,3.143870795469091,1,5,100,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1130,,,,,multinomial_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010520434284936896,True,,,random_trees_embedding,,,,,,,,,10,None,5,20,95,min/max,,,,,,,,,,,,,,,,
1131,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,0.6891139556770884,auto,0.7657992425408624,4,0.20431114808362869,poly,-1,True,0.0007787909823071949,,,0.9639153795334494,True,pca,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1132,,,,,liblinear,,,,,,,,,,,,,,,most_frequent,,,,,,,,,13.32393935525886,None,False,True,1,l2,ovr,l2,0.026212988212921326,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,1436,304,
1133,,,,,gradient_boosting,,,,,,,,0.6977388910878265,5,4.416041508786283,6,16,100,0.9822677433540742,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,
1134,SAMME.R,None,0.9800803588313576,50,adaboost,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9994224688943554,False,pca,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1135,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,median,auto,30,minkowski,16,2,uniform,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,41.79334681695724,f_classif,,,,,,,,,,,,,,
1136,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,mean,auto,30,minkowski,79,1,distance,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,5,None,1,7,100,min/max,,,,,,,,,,,,,,,,
1137,,,,,sgd,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,4.715906885633942e-05,auto,0.0014532986480501752,0.01859639267379571,True,,constant,modified_huber,553,l2,,1608,474,
1138,,,,,sgd,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,standard,,,4.4428443449443746e-05,auto,,0.059120335350725264,True,,optimal,hinge,745,l1,,,,
1139,,,,,libsvm_svc,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,964.78218493067,None,-0.42207898903509067,5,0.033979199207213026,poly,-1,False,1.7840015260506e-05,,,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1140,,,,,gaussian_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,48.3259835828344,chi2,,,,,,,,,,,,,,
1141,,,,,libsvm_svc,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,6802.603474009061,None,,,0.009995910688059573,rbf,-1,False,0.0016655196133304611,,,,,random_trees_embedding,,,,,,,,,4,None,3,6,100,standard,,,,,,,,,,,,,,,,
1142,,,,,liblinear,,,,,,,,,,,,,,,mean,,,,,,,,,7.435279029643169,None,False,True,1,l2,ovr,l2,0.07816065946402324,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,min/max,89.62259783683955,chi2,,,,,,,,,,,,,,
1143,,,,,multinomial_nb,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023400824991384954,False,,,no_preprocessing,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,
1144,,,,,gaussian_nb,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sparse_filtering,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,782,439,
1145,,,,,random_forest,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,False,entropy,None,3.9400800185932763,None,1,5,100,,,,,,min/max,,,,,,,,,,,,,,,,
