idx,adaboost:algorithm,adaboost:learning_rate,adaboost:max_depth,adaboost:n_estimators,balancing:strategy,bernoulli_nb:alpha,bernoulli_nb:fit_prior,classifier,decision_tree:criterion,decision_tree:max_depth,decision_tree:max_features,decision_tree:max_leaf_nodes,decision_tree:min_samples_leaf,decision_tree:min_samples_split,extra_trees:bootstrap,extra_trees:criterion,extra_trees:max_depth,extra_trees:max_features,extra_trees:min_samples_leaf,extra_trees:min_samples_split,extra_trees:n_estimators,extra_trees_preproc_for_classification:bootstrap,extra_trees_preproc_for_classification:criterion,extra_trees_preproc_for_classification:max_depth,extra_trees_preproc_for_classification:max_features,extra_trees_preproc_for_classification:min_samples_leaf,extra_trees_preproc_for_classification:min_samples_split,extra_trees_preproc_for_classification:n_estimators,fast_ica:algorithm,fast_ica:fun,fast_ica:n_components,fast_ica:whiten,feature_agglomeration:affinity,feature_agglomeration:linkage,feature_agglomeration:n_clusters,gem:N,gem:precond,gradient_boosting:learning_rate,gradient_boosting:max_depth,gradient_boosting:max_features,gradient_boosting:min_samples_leaf,gradient_boosting:min_samples_split,gradient_boosting:n_estimators,gradient_boosting:subsample,imputation:strategy,k_nearest_neighbors:algorithm,k_nearest_neighbors:leaf_size,k_nearest_neighbors:n_neighbors,k_nearest_neighbors:p,k_nearest_neighbors:weights,kernel_pca:coef0,kernel_pca:degree,kernel_pca:gamma,kernel_pca:kernel,kernel_pca:n_components,kitchen_sinks:gamma,kitchen_sinks:n_components,lda:n_components,lda:tol,liblinear_svc:C,liblinear_svc:class_weight,liblinear_svc:dual,liblinear_svc:fit_intercept,liblinear_svc:intercept_scaling,liblinear_svc:loss,liblinear_svc:multi_class,liblinear_svc:penalty,liblinear_svc:tol,liblinear_svc_preprocessor:C,liblinear_svc_preprocessor:class_weight,liblinear_svc_preprocessor:dual,liblinear_svc_preprocessor:fit_intercept,liblinear_svc_preprocessor:intercept_scaling,liblinear_svc_preprocessor:loss,liblinear_svc_preprocessor:multi_class,liblinear_svc_preprocessor:penalty,liblinear_svc_preprocessor:tol,libsvm_svc:C,libsvm_svc:class_weight,libsvm_svc:coef0,libsvm_svc:degree,libsvm_svc:gamma,libsvm_svc:kernel,libsvm_svc:max_iter,libsvm_svc:shrinking,libsvm_svc:tol,multinomial_nb:alpha,multinomial_nb:fit_prior,nystroem_sampler:coef0,nystroem_sampler:degree,nystroem_sampler:gamma,nystroem_sampler:kernel,nystroem_sampler:n_components,passive_aggresive:C,passive_aggresive:fit_intercept,passive_aggresive:loss,passive_aggresive:n_iter,pca:keep_variance,pca:whiten,preprocessor,proj_logit:max_epochs,qda:reg_param,qda:tol,random_forest:bootstrap,random_forest:criterion,random_forest:max_depth,random_forest:max_features,random_forest:max_leaf_nodes,random_forest:min_samples_leaf,random_forest:min_samples_split,random_forest:n_estimators,random_trees_embedding:max_depth,random_trees_embedding:max_leaf_nodes,random_trees_embedding:min_samples_leaf,random_trees_embedding:min_samples_split,random_trees_embedding:n_estimators,rescaling:strategy,ridge:alpha,ridge:fit_intercept,ridge:tol,select_percentile_classification:percentile,select_percentile_classification:score_func,select_rates:alpha,select_rates:mode,select_rates:score_func,sgd:alpha,sgd:epsilon,sgd:eta0,sgd:fit_intercept,sgd:l1_ratio,sgd:learning_rate,sgd:loss,sgd:n_iter,sgd:penalty,sgd:power_t,truncatedSVD:target_dim
223,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,3.87340126486208,None,3,14,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
224,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,3.38944246882228,None,2,5,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
225,,,,,none,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,4.311565684184076,None,10,10,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
226,SAMME.R,0.029564219066165198,3,328,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,ward,43,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
227,SAMME.R,0.031043912108515516,3,350,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.038774880758041,fpr,f_classif,,,,,,,,,,,
228,SAMME.R,0.06961087704034485,3,172,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,complete,392,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
229,SAMME.R,0.2509103558267013,2,362,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,none,,,,,,0.2875769910954714,fwe,f_classif,,,,,,,,,,,
230,SAMME.R,0.11761358625278004,2,231,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
231,SAMME.R,0.1785540142777022,2,341,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,none,,,,,,0.1277298830152556,fwe,f_classif,,,,,,,,,,,
232,SAMME.R,0.02949286899044388,5,144,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,standard,,,,81.9451220142913,f_classif,,,,,,,,,,,,,,
233,SAMME.R,0.031515965225444406,5,302,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,none,,,,24.24078661691302,f_classif,,,,,,,,,,,,,,
234,SAMME.R,0.14011479465971358,2,102,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.239047707773338,fwe,f_classif,,,,,,,,,,,
235,SAMME.R,0.22182616400743543,3,69,weighting,,,adaboost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
236,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,0.05290770037269796,rbf,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,standard,,,,,,,,,2.474278553507598e-07,0.004139658385896071,0.03545345439600167,True,,constant,modified_huber,760,l2,,
237,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.9111453093146955,4634,,,29.822352079442492,None,False,True,1,l2,ovr,l2,0.08231327471327672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
238,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.7307627881914018,6119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,2.0139802979676023e-07,0.00033602673485686537,0.03846118379020789,True,0.04304238426739382,constant,modified_huber,623,elasticnet,,
239,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,0.036851867527148224,rbf,730,,,191,0.00012031046448571285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
240,,,,,none,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,1.3614559245541076,rbf,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016758289089665887,True,squared_hinge,801,,,kernel_pca,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
241,,,,,weighting,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,1.2863449297017853,rbf,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03192221186800339,True,squared_hinge,289,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
242,,,,,weighting,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,37.87063628991842,auto,False,True,1,l2,ovr,l2,0.0075437220078537395,,,,,,,,,,,,,,,,,,,,,-0.2859438294128387,,1.2669980990531733,sigmoid,9696,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
243,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,1.8643927891180758,360,,,61.97696875128219,auto,False,True,1,l2,ovr,l2,5.0705319085261844e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
244,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,0.40961856100757754,9939,,,1.9828924866015942,auto,False,True,1,l2,ovr,l2,0.07760438087674364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen_sinks,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
245,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30131.07613400432,None,,,0.15595436503091273,rbf,-1,False,0.0001318192365190257,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.4862167376349033,fpr,f_classif,,,,,,,,,,,
246,,,,,weighting,,,extra_trees,,,,,,,True,entropy,None,0.5002256171466708,9,5,100,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,,,,,,,,,,,,,,min/max,,,,45.618438650133605,f_classif,,,,,,,,,,,,,,
247,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,0.6002300862620407,4,14,100,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,min/max,,,,,,0.3126368270285486,fpr,f_classif,,,,,,,,,,,
248,,,,,none,,,qda,,,,,,,,,,,,,,False,gini,None,2.966676651007358,20,5,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,6.905413596710876,4.1133570248805e-05,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
249,,,,,weighting,,,qda,,,,,,,,,,,,,,False,entropy,None,3.136691082075049,7,15,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,4.2604092451862074,0.01082200694211578,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
250,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_trees_embedding,,,,,,,,,,,,3,None,18,11,62,min/max,7.3215354197343665e-06,True,2.8901828372013572e-05,,,,,,,,,,,,,,,,
251,,,,,none,,,qda,,,,,,,,,,,,,,False,gini,None,1.7843418403976963,3,18,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,2.9368092618980435,0.002790874426433014,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
252,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,,,,,,,,,,,,,,none,0.0005116934918954934,True,4.9427843562182495e-05,,,,,,,,,,,,,,,,
253,,,,,weighting,,,qda,,,,,,,,,,,,,,False,gini,None,2.994754459420489,2,7,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,2.196359667962524,3.775687591100162e-05,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
254,,,,,weighting,,,extra_trees,,,,,,,True,entropy,None,1.3130209383683895,17,20,100,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,2.910733606415047,None,False,True,1,l2,ovr,l2,0.007545866042142296,,,,,,,,,,,,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
255,,,,,none,,,qda,,,,,,,,,,,,,,False,gini,None,1.8007961396172556,5,18,100,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,5.303732308177381,0.003511160881634286,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
256,,,,,weighting,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,106,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.086890822211652,True,hinge,143,,,feature_agglomeration,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
257,,,,,none,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,347,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005187263957520745,True,squared_hinge,739,,,feature_agglomeration,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
258,,,,,none,,,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,0.07262975530255011,4,0.00032134092900577507,poly,833,,,204,9.532507980463093e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
259,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,cosine,average,182,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,34.177196153489625,auto,False,True,1,l2,ovr,l2,3.5964466485741755e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,standard,,,,,,,,,,,,,,,,,,,
260,,,,,weighting,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05790391272639537,True,squared_hinge,543,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.4128087220856928,fpr,f_classif,,,,,,,,,,,
261,,,,,weighting,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002148628739630835,True,hinge,295,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.15389107302747185,fpr,f_classif,,,,,,,,,,,
262,,,,,none,,,proj_logit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,0.8459491482183177,4,2.559191165747327,poly,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kernel_pca,3,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
263,,,,,none,,,passive_aggresive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4483339765126046,True,hinge,103,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.18603730101785562,fpr,f_classif,,,,,,,,,,,
264,,,,,weighting,,,ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.586235494908805e-05,rbf,8722,,,,,,,nystroem_sampler,,,,,,,,,,,,,,,,,standard,4.0388689236317644e-05,True,0.00017412993147763894,,,,,,,,,,,,,,,,
265,,,,,none,,,liblinear_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,2.423248418388509,auto,False,True,1,l2,ovr,l2,0.02528090976159346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,standard,,,,,,0.46204957583216,fpr,f_classif,,,,,,,,,,,
266,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,3.472985557044509,None,2,12,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
267,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,2.4148875262481733,2,2,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
268,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,4.7452796596708176,2,4,100,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
269,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,entropy,None,4.96765967185902,None,4,10,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
270,,,,,weighting,,,extra_trees,,,,,,,False,entropy,None,3.8964362844504885,2,12,100,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
271,,,,,weighting,,,extra_trees,,,,,,,False,gini,None,4.2297633449023575,2,9,100,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
272,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,3.2504225121334396,None,2,4,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
273,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,4.660861971950316,None,2,5,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
274,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,densifier,,,,False,gini,None,4.293241556168324,None,3,15,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
275,,,,,weighting,,,multinomial_nb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,772.636061145299,auto,False,True,1,l2,ovr,l2,0.0005442220244200981,,,,,,,,,,0.5380025336060054,False,,,,,,,,,,,,liblinear_svc_preprocessor,,,,,,,,,,,,,,,,,min/max,,,,,,,,,,,,,,,,,,,
276,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,False,entropy,None,4.489427387110232,None,2,14,100,,,,,,none,,,,66.68182243311412,f_classif,,,,,,,,,,,,,,
277,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,False,entropy,None,4.092251499193946,None,3,18,100,,,,,,none,,,,65.60307946248355,f_classif,,,,,,,,,,,,,,
278,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,deflation,cube,990,True,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,False,entropy,None,1.5917066934326198,None,9,12,100,,,,,,none,,,,,,,,,,,,,,,,,,,
279,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_preprocessing,,,,False,gini,None,0.5699331642663914,None,13,8,100,,,,,,min/max,,,,,,,,,,,,,,,,,,,
280,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,False,gini,None,4.96426071873691,None,3,11,100,,,,,,min/max,,,,,,0.12013232460990088,fwe,chi2,,,,,,,,,,,
281,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_rates,,,,False,entropy,None,4.789897921156733,None,4,19,100,,,,,,min/max,,,,,,0.3108511092472679,fwe,chi2,,,,,,,,,,,
282,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,average,194,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,False,entropy,None,2.0113484536272486,None,4,5,100,,,,,,none,,,,,,,,,,,,,,,,,,,
283,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,deflation,cube,927,False,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_ica,,,,False,gini,None,4.844860072452807,None,3,13,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
284,,,,,weighting,,,random_forest,,,,,,,,,,,,,,False,entropy,None,4.788889855906798,19,6,100,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees_preproc_for_classification,,,,False,entropy,None,4.432429795885701,None,5,8,100,,,,,,normalize,,,,,,,,,,,,,,,,,,,
285,,,,,weighting,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,select_percentile_classification,,,,False,gini,None,4.886890412575471,None,5,13,100,,,,,,none,,,,90.62780392965459,f_classif,,,,,,,,,,,,,,
286,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,most_frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505.999165485381,None,,,1.3425149002810226,rbf,-1,True,0.007188367574399303,,,,,,,,,,,,,,select_rates,,,,,,,,,,,,,,,,,normalize,,,,,,0.36693021890081384,fpr,f_classif,,,,,,,,,,,
287,,,,,weighting,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,average,365,,,,,,,,,,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,1.4803302222280083e-07,,0.08386266328556401,True,,optimal,perceptron,487,l1,,
288,,,,,weighting,,,libsvm_svc,,,,,,,,,,,,,,,,,,,,,,,,,manhattan,complete,387,,,,,,,,,,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.1655822993193,auto,0.661415501693648,3,0.806041126871597,poly,-1,False,0.08815490759160534,,,,,,,,,,,,,,feature_agglomeration,,,,,,,,,,,,,,,,,normalize,,,,,,,,,,,,,,,,,,,
